Employee_ID,Department,Gender,Age,Education_Level,Years_at_Company,Job_Role,Monthly_Income,Training_Hours,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Score,Absenteeism_Days,Promotion_in_Last_5Years
5829,Operations,Female,39,High School,16,Analyst,53770.79,34,Yes,2,4,4,1,0
5830,HR,Male,24,Master,17,Executive,135074.48,0,No,1,3,4,9,1
5831,IT,Male,27,Bachelor,26,Engineer,144084.91,85,No,2,3,5,14,0
5832,HR,Male,53,PhD,22,Consultant,143680.74,58,No,3,4,2,21,0
5833,Finance,Male,38,Bachelor,14,Engineer,31801.72,74,No,3,3,4,10,0
5834,HR,Male,30,High School,3,Engineer,93169.53,60,No,3,2,3,5,1
5835,HR,Male,24,PhD,17,Consultant,76136.8,2,Yes,2,3,2,11,0
5836,Finance,Female,24,Master,22,Consultant,99169.75,14,No,2,1,2,29,0
5837,HR,Female,50,Master,4,Engineer,66147.63,67,No,3,3,1,12,0
5838,Operations,Female,39,High School,22,Manager,64333.76,96,Yes,4,3,5,9,1
5839,HR,Male,55,Bachelor,23,Manager,133628.17,47,No,1,3,2,15,0
5840,Marketing,Male,48,Bachelor,24,Manager,85916.21,37,Yes,4,2,2,18,0
5841,Finance,Female,53,Bachelor,14,Executive,67352.42,57,Yes,3,2,4,3,1
5842,Marketing,Male,39,PhD,13,Manager,101280.04,27,No,3,3,4,21,0
5843,Marketing,Male,36,High School,15,Consultant,118027.61,3,Yes,1,2,3,24,0
5844,HR,Male,50,Bachelor,17,Executive,37400.3,93,No,4,2,1,10,0
5845,IT,Male,49,Master,24,Executive,149608.64,86,No,2,2,1,6,0
5846,HR,Female,31,Bachelor,25,Manager,69461.44,32,No,4,3,1,15,0
5847,Finance,Female,56,Master,22,Manager,55323.77,76,No,4,4,1,8,0
5848,Marketing,Male,57,PhD,5,Consultant,123849.53,2,No,4,3,3,15,1
5849,Finance,Male,23,High School,10,Analyst,45076.61,77,No,1,1,3,26,0
5850,Finance,Male,52,PhD,10,Consultant,103136.4,32,Yes,4,4,4,12,0
5851,Marketing,Male,58,PhD,1,Executive,58641.55,10,Yes,3,2,1,8,0
5852,IT,Male,24,Bachelor,16,Consultant,106517.38,20,Yes,1,1,1,14,0
5853,Finance,Male,52,High School,9,Analyst,53192.48,11,Yes,2,1,2,8,0
5854,IT,Female,43,Bachelor,19,Manager,21221.67,83,No,2,4,2,20,0
5855,Sales,Male,31,High School,1,Executive,123849.49,48,No,4,3,5,22,0
5856,IT,Male,58,High School,3,Analyst,52068.02,6,No,3,2,2,12,0
5857,Finance,Female,51,PhD,14,Engineer,29812.24,95,No,3,3,2,14,0
5858,HR,Male,41,High School,4,Engineer,56401.53,59,No,2,4,5,27,0
5859,HR,Female,45,Master,8,Executive,108984.4,18,Yes,2,4,1,2,1
5860,HR,Female,55,PhD,20,Executive,86583.81,99,Yes,3,3,4,18,0
5861,HR,Male,49,High School,29,Consultant,149393.75,35,No,4,3,2,26,0
5862,Operations,Male,35,Master,26,Engineer,134424.43,96,No,4,3,5,21,0
5863,Marketing,Male,22,High School,12,Manager,26644.92,0,No,2,3,4,16,0
5864,IT,Female,57,PhD,22,Manager,34770.75,37,No,4,3,2,3,0
5865,HR,Female,56,Bachelor,10,Executive,85012.09,63,No,2,2,2,11,0
5866,HR,Female,56,High School,9,Manager,90191.24,63,No,2,2,2,14,1
5867,HR,Male,57,Master,15,Engineer,53392.19,42,No,3,2,3,18,1
5868,Marketing,Female,49,Bachelor,29,Analyst,76370.57,98,No,2,2,3,23,0
5869,Marketing,Male,32,Master,10,Engineer,120024.2,93,No,2,1,3,28,0
5870,Operations,Female,34,PhD,22,Executive,100992.55,16,No,3,2,4,15,0
5871,Marketing,Male,53,High School,11,Consultant,34110.53,91,No,4,1,1,19,0
5872,Sales,Female,34,High School,23,Executive,124440.15,77,No,4,1,5,4,0
5873,HR,Female,30,High School,2,Engineer,116646.06,64,No,3,2,3,16,1
5874,Sales,Female,37,Bachelor,15,Consultant,33733.55,38,No,4,3,4,6,0
5875,HR,Male,39,Bachelor,22,Consultant,55575.61,17,No,2,2,1,5,0
5876,Sales,Female,48,Master,12,Consultant,27945.89,17,No,4,2,2,13,0
5877,IT,Female,46,Bachelor,29,Engineer,131415.21,25,Yes,2,1,2,22,0
5878,HR,Male,53,PhD,19,Manager,26890.52,13,No,1,3,2,25,0
5879,Marketing,Female,50,High School,18,Engineer,120575.1,98,Yes,4,1,4,23,0
5880,Marketing,Female,22,PhD,22,Analyst,33959.67,76,No,1,1,3,1,0
5881,Operations,Female,42,Bachelor,7,Executive,111530.69,39,Yes,3,4,1,11,0
5882,Operations,Female,36,High School,18,Consultant,87236.07,99,Yes,2,2,2,28,0
5883,Operations,Female,59,Master,29,Consultant,82972.3,49,No,3,3,4,29,0
5884,Finance,Female,40,Bachelor,0,Consultant,41095.26,20,No,3,1,2,7,1
5885,IT,Male,25,Bachelor,26,Consultant,48431.03,62,No,4,3,1,7,0
5886,Sales,Male,32,Bachelor,1,Consultant,105784.42,14,No,2,2,2,22,0
5887,Marketing,Male,46,Bachelor,5,Consultant,80890.04,40,No,3,4,1,1,0
5888,HR,Male,52,High School,7,Manager,80000.4,80,No,4,3,5,19,0
5889,Marketing,Male,35,PhD,27,Engineer,34235.11,67,No,1,1,5,0,0
5890,Operations,Female,44,High School,12,Executive,39795.06,94,No,3,1,4,23,1
5891,IT,Female,53,Bachelor,3,Executive,149567.01,92,Yes,1,3,4,11,0
5892,Operations,Male,53,PhD,27,Manager,65882.72,1,No,3,3,2,20,1
5893,Marketing,Male,33,PhD,3,Executive,124148.62,79,No,1,1,2,24,0
5894,HR,Male,51,Master,19,Analyst,79931.74,17,Yes,3,1,5,27,0
5895,IT,Female,49,Bachelor,13,Consultant,41110.82,61,No,2,2,4,12,0
5896,Sales,Male,51,High School,1,Manager,28800.37,45,No,3,4,2,21,0
5897,IT,Female,35,Master,3,Engineer,82009.78,61,No,2,3,3,21,0
5898,IT,Male,38,Bachelor,14,Consultant,111100.31,99,Yes,3,3,2,3,0
5899,Operations,Male,52,Master,3,Analyst,33098.67,53,No,4,2,3,8,0
5900,HR,Female,38,Master,11,Analyst,137414.06,59,Yes,3,2,1,0,0
5901,Sales,Female,52,Bachelor,23,Engineer,99723.22,16,No,3,1,2,27,0
5902,Sales,Female,57,High School,15,Consultant,26283.6,98,No,2,4,4,28,0
5903,Marketing,Female,34,PhD,25,Executive,122515.27,69,Yes,4,1,1,0,0
5904,Operations,Male,33,High School,28,Consultant,44933.02,14,No,4,1,1,26,0
5905,Finance,Male,37,PhD,18,Executive,93037.97,99,No,2,2,1,1,0
5906,IT,Female,33,Master,24,Analyst,114965.82,39,No,1,1,1,15,0
5907,Sales,Male,31,High School,7,Manager,81929.74,49,No,2,1,1,28,0
5908,Finance,Male,33,PhD,14,Executive,119373.11,66,No,3,4,2,29,0
5909,IT,Male,40,PhD,27,Engineer,75401.97,88,No,1,3,5,20,1
5910,Marketing,Female,22,Bachelor,16,Engineer,71935.83,59,No,3,2,5,16,0
5911,Sales,Male,28,Bachelor,6,Analyst,142422.72,0,No,3,3,1,2,0
5912,Finance,Male,55,Bachelor,14,Analyst,45719.23,67,No,4,1,1,9,0
5913,IT,Female,21,Master,6,Engineer,90596.23,13,Yes,3,1,4,24,0
5914,Marketing,Male,35,High School,3,Manager,104467.33,58,No,2,2,2,24,0
5915,Sales,Female,46,High School,21,Analyst,99732.47,28,Yes,2,4,5,14,0
5916,Finance,Male,48,Master,9,Manager,86981.24,31,No,2,4,3,13,1
5917,HR,Female,38,High School,13,Consultant,114840.61,61,No,4,3,2,12,0
5918,Finance,Male,23,Master,26,Analyst,118768.94,44,Yes,1,1,2,19,0
5919,HR,Female,28,Master,24,Consultant,43533.83,47,No,4,3,3,4,0
5920,Marketing,Male,59,Bachelor,8,Executive,79923.53,23,No,2,1,3,19,0
5921,Finance,Female,55,High School,1,Manager,24900.67,56,No,3,3,4,3,0
5922,Sales,Female,47,Bachelor,8,Manager,103010.28,50,Yes,2,1,3,21,0
5923,HR,Male,33,PhD,16,Consultant,86673.34,11,No,4,3,4,14,0
5924,Marketing,Male,30,Master,14,Engineer,83421.44,13,Yes,2,4,2,3,1
5925,HR,Male,25,PhD,0,Engineer,54321.3,16,Yes,3,4,1,18,0
5926,Sales,Male,47,High School,5,Consultant,105013.34,60,No,2,1,5,16,1
5927,IT,Female,37,High School,1,Manager,149263.24,15,No,2,3,2,23,0
5928,Operations,Male,51,Bachelor,8,Consultant,58193.32,25,No,3,4,5,9,1
5929,HR,Female,57,Master,1,Consultant,91833.22,74,Yes,4,2,2,10,0
5930,HR,Male,55,PhD,18,Analyst,44256.23,33,Yes,4,4,3,24,0
5931,Sales,Male,51,PhD,23,Executive,36649.05,43,Yes,3,4,1,28,1
5932,Marketing,Male,21,Bachelor,28,Analyst,84355.41,4,Yes,4,3,1,10,1
5933,Finance,Male,54,PhD,11,Analyst,32243.9,0,Yes,4,2,1,0,0
5934,Operations,Female,44,PhD,16,Analyst,75467.32,28,No,4,4,5,2,0
5935,IT,Female,29,Master,17,Executive,62267.31,71,Yes,1,1,5,21,1
5936,Operations,Male,41,Bachelor,17,Consultant,37604.26,93,Yes,1,4,1,5,0
5937,Sales,Male,52,Bachelor,26,Engineer,58438.59,97,No,3,3,3,21,0
5938,IT,Male,28,PhD,4,Executive,117246.47,35,Yes,3,2,1,21,0
5939,IT,Male,56,High School,18,Executive,140657.11,60,No,2,4,1,14,0
5940,Operations,Male,53,Master,27,Manager,147463.35,48,Yes,4,3,1,5,1
5941,Sales,Male,54,High School,18,Engineer,90754.77,57,No,2,1,5,27,0
5942,IT,Male,37,High School,27,Manager,103051.08,32,No,3,1,3,23,0
5943,HR,Female,43,High School,28,Engineer,122730.65,17,No,2,2,5,5,0
5944,Operations,Female,30,PhD,18,Consultant,109051.17,68,No,1,3,4,5,0
5945,IT,Female,24,Bachelor,14,Analyst,145455.66,33,No,3,1,3,22,0
5946,Operations,Female,55,Bachelor,21,Analyst,68889.79,13,Yes,4,1,3,28,0
5947,IT,Male,49,High School,17,Consultant,136453.78,27,Yes,1,2,3,20,0
5948,Marketing,Male,31,Bachelor,25,Manager,22184.12,76,No,4,4,5,27,0
5949,Marketing,Female,35,Bachelor,8,Manager,90329.67,66,No,3,2,5,22,0
5950,Sales,Male,48,PhD,26,Manager,48680.49,15,Yes,3,3,1,2,0
5951,Marketing,Female,42,High School,27,Executive,64173.87,38,No,2,4,2,2,0
5952,IT,Female,46,Master,4,Executive,35663.0,54,No,2,2,3,14,0
5953,Operations,Male,35,High School,13,Manager,109111.0,12,No,2,3,4,7,0
5954,Operations,Female,34,Master,20,Consultant,49452.53,54,No,1,4,4,24,0
5955,Marketing,Male,50,Bachelor,17,Engineer,106066.57,48,No,1,3,4,1,0
5956,Sales,Female,24,Master,0,Executive,116693.91,59,Yes,3,4,1,13,0
5957,Operations,Female,28,Master,20,Manager,121453.42,77,No,4,3,1,11,0
5958,Finance,Male,32,Master,2,Manager,28989.55,80,No,4,4,1,16,0
5959,Sales,Male,53,Master,21,Consultant,127878.77,63,No,2,2,1,17,0
5960,Sales,Male,55,High School,29,Analyst,39918.13,57,No,1,1,1,27,1
5961,Sales,Male,23,Bachelor,4,Engineer,126772.35,78,No,1,1,3,12,0
5962,Finance,Male,27,PhD,15,Executive,125422.97,36,No,3,4,5,10,0
5963,HR,Female,47,Master,21,Executive,105768.82,73,No,3,2,5,26,0
5964,HR,Female,29,Bachelor,11,Analyst,48800.05,10,No,1,2,5,7,0
5965,Sales,Female,45,Master,24,Consultant,85580.46,49,No,3,4,4,16,1
5966,Operations,Male,48,High School,24,Consultant,129688.4,64,No,1,1,4,17,0
5967,HR,Male,39,Master,16,Consultant,94154.03,82,No,3,1,5,28,0
5968,Operations,Female,39,High School,24,Analyst,49188.9,49,No,3,4,1,14,0
5969,IT,Female,31,High School,19,Analyst,39723.77,94,No,2,3,5,12,1
5970,Operations,Male,41,Bachelor,12,Executive,102230.86,33,No,1,3,5,23,0
5971,Finance,Female,41,Master,6,Executive,114941.71,47,No,2,2,1,24,0
5972,Operations,Male,53,PhD,11,Engineer,101620.9,58,Yes,4,1,4,19,0
5973,Marketing,Female,22,Master,18,Manager,57694.74,34,No,2,4,2,6,0
5974,Marketing,Male,37,High School,25,Manager,104802.44,19,No,1,1,4,12,0
5975,Operations,Male,43,Master,1,Engineer,99304.39,46,No,2,4,5,27,0
5976,Marketing,Female,59,PhD,15,Manager,33199.22,79,Yes,3,1,4,5,0
5977,HR,Male,52,High School,26,Consultant,93931.97,47,No,1,4,5,26,0
5978,HR,Male,47,Master,19,Executive,114466.67,81,No,2,2,5,22,0
5979,Marketing,Male,47,High School,6,Consultant,24872.17,18,Yes,1,3,1,8,0
5980,IT,Male,55,PhD,3,Executive,53535.52,84,No,2,3,1,13,1
5981,IT,Male,52,High School,25,Manager,34124.58,97,No,3,4,1,14,0
5982,IT,Female,57,Bachelor,10,Engineer,42133.13,35,No,1,2,5,23,0
5983,Sales,Male,51,PhD,15,Executive,116609.43,97,No,1,3,4,9,0
5984,Marketing,Female,29,Bachelor,25,Engineer,116619.58,17,Yes,2,1,3,22,0
5985,IT,Female,55,PhD,8,Manager,66835.21,59,Yes,3,1,4,22,0
5986,Marketing,Female,47,Master,22,Engineer,60539.68,62,No,1,4,3,2,0
5987,Operations,Male,56,PhD,26,Executive,104337.66,50,No,4,3,3,26,0
5988,Finance,Female,36,PhD,24,Executive,47586.69,83,Yes,4,3,4,2,0
5989,IT,Female,26,Bachelor,20,Executive,97622.96,33,Yes,2,4,1,28,0
5990,Finance,Female,25,Bachelor,29,Consultant,145080.12,9,No,4,1,5,18,1
5991,Sales,Male,50,Master,21,Manager,30567.72,13,No,3,4,4,11,0
5992,Marketing,Male,32,Master,15,Analyst,129377.23,29,No,2,1,3,16,0
5993,Operations,Male,40,Bachelor,26,Manager,51205.15,39,No,3,1,2,22,0
5994,Sales,Male,21,High School,23,Manager,135718.8,41,Yes,1,4,1,12,0
5995,IT,Male,28,High School,13,Executive,24696.15,85,Yes,4,2,5,13,0
5996,Marketing,Male,43,High School,8,Consultant,64135.01,81,No,1,3,1,28,0
5997,Sales,Male,36,High School,19,Analyst,115781.22,42,No,3,2,3,28,0
5998,HR,Female,59,Master,22,Analyst,123956.31,61,No,1,3,1,15,0
5999,Operations,Female,52,High School,27,Consultant,48398.78,59,Yes,4,2,5,28,0
6000,Marketing,Male,54,PhD,14,Engineer,75573.86,66,No,1,3,3,26,0
6001,Operations,Male,48,PhD,15,Consultant,102894.12,51,Yes,4,3,5,2,0
6002,IT,Male,57,Master,1,Executive,24709.12,65,No,2,1,1,6,0
6003,Operations,Female,59,Master,12,Executive,24244.81,92,No,1,3,5,18,0
6004,Finance,Male,39,Bachelor,16,Analyst,86698.54,56,No,3,4,2,4,1
6005,Marketing,Female,24,Master,12,Manager,59989.64,81,No,4,3,3,26,0
6006,Marketing,Female,37,Bachelor,10,Engineer,23909.77,45,No,4,3,4,5,0
6007,HR,Female,27,High School,7,Manager,62237.91,91,Yes,3,1,2,11,0
6008,Marketing,Male,53,Master,10,Consultant,41283.5,97,Yes,4,3,5,17,1
6009,Operations,Male,40,High School,24,Consultant,57559.27,42,No,1,1,2,7,0
6010,Finance,Female,28,Master,17,Consultant,147537.18,96,No,4,3,3,11,0
6011,Operations,Male,37,Master,29,Executive,113330.91,69,No,4,3,1,28,0
6012,Marketing,Female,36,Bachelor,6,Analyst,133847.98,19,No,3,3,5,7,0
6013,HR,Male,35,Master,15,Analyst,102365.21,32,No,1,3,5,7,0
6014,Sales,Male,57,Master,15,Engineer,86504.82,25,No,1,1,5,24,0
6015,Marketing,Female,22,Bachelor,10,Consultant,87484.56,46,Yes,3,3,5,25,0
6016,HR,Female,28,High School,17,Consultant,133479.6,95,No,4,3,5,25,0
6017,IT,Female,32,PhD,23,Consultant,60321.32,40,No,3,4,1,10,0
6018,Sales,Male,25,Bachelor,5,Executive,107608.89,88,No,1,1,3,12,0
6019,Sales,Male,39,PhD,26,Consultant,36754.11,60,No,4,2,3,19,0
6020,IT,Male,58,Master,20,Engineer,98420.3,31,No,2,1,5,11,1
6021,HR,Female,48,Master,10,Engineer,97699.17,48,Yes,1,2,2,15,0
6022,Finance,Male,48,Master,16,Engineer,96243.5,62,No,1,1,5,22,0
6023,IT,Female,27,High School,15,Analyst,127226.41,95,No,3,2,3,11,0
6024,Operations,Male,22,PhD,9,Executive,123681.55,65,No,4,3,2,9,0
6025,IT,Male,37,Master,9,Consultant,72586.78,64,No,2,3,1,20,0
6026,Marketing,Female,23,PhD,8,Executive,38951.75,49,No,2,1,3,27,0
6027,Marketing,Female,41,High School,28,Manager,57909.15,85,No,2,3,3,2,1
6028,Finance,Female,57,Master,19,Executive,33015.08,65,No,1,2,3,9,0
6029,Operations,Female,49,High School,25,Analyst,30686.46,34,Yes,4,1,1,7,0
6030,Operations,Male,41,PhD,1,Consultant,60270.06,73,Yes,3,3,4,28,0
6031,Operations,Male,28,Master,4,Analyst,49398.93,99,No,3,3,1,10,0
6032,HR,Male,55,PhD,15,Analyst,64174.69,94,No,2,2,2,14,0
6033,HR,Female,36,Bachelor,2,Consultant,95899.37,53,Yes,3,2,5,26,1
6034,Operations,Female,32,High School,25,Consultant,92096.23,97,No,4,1,4,11,0
6035,Sales,Male,52,Bachelor,8,Consultant,132059.3,1,No,3,3,2,12,0
6036,HR,Male,56,High School,28,Manager,45744.1,26,No,2,2,5,8,0
6037,Sales,Male,23,High School,4,Engineer,59798.78,25,No,3,3,4,12,0
6038,Sales,Male,36,Master,0,Executive,101261.73,69,No,1,3,1,28,0
6039,IT,Male,59,High School,12,Consultant,128352.42,42,Yes,1,3,5,23,0
6040,HR,Male,45,High School,15,Consultant,113310.21,98,No,1,1,1,4,0
6041,Marketing,Female,41,High School,20,Manager,83065.88,91,No,3,4,1,29,0
6042,Finance,Female,29,Bachelor,22,Analyst,38704.47,85,No,2,1,3,24,0
6043,HR,Male,22,PhD,12,Analyst,145520.19,29,No,2,2,2,9,0
6044,HR,Male,41,Master,10,Engineer,33096.2,4,No,1,1,2,11,0
6045,Sales,Female,35,High School,28,Analyst,20938.17,70,Yes,3,2,1,4,0
6046,Operations,Male,28,PhD,25,Analyst,48390.26,19,No,3,3,2,2,0
6047,Operations,Male,28,Master,2,Analyst,119300.92,69,Yes,2,1,3,7,0
6048,HR,Female,39,Master,1,Engineer,32435.52,38,No,4,2,4,11,1
6049,HR,Female,52,Master,9,Manager,56359.85,25,No,4,1,1,17,0
6050,HR,Male,26,Master,4,Engineer,32799.32,33,No,2,2,2,26,0
6051,Operations,Male,45,Master,28,Analyst,143007.01,8,Yes,4,1,2,23,0
6052,Operations,Female,21,Bachelor,28,Executive,96878.81,55,Yes,3,2,5,19,0
6053,Sales,Female,43,High School,11,Analyst,141040.42,89,No,4,2,4,27,0
6054,IT,Female,46,High School,10,Analyst,85493.83,54,Yes,1,3,2,12,1
6055,Finance,Male,55,Bachelor,25,Consultant,85195.96,11,No,1,2,3,4,1
6056,HR,Female,45,Bachelor,1,Analyst,43677.49,87,No,4,4,1,22,1
6057,HR,Male,58,PhD,27,Analyst,47011.43,63,Yes,2,4,2,15,0
6058,Operations,Female,34,High School,14,Analyst,118495.52,23,No,2,4,2,29,1
6059,HR,Male,53,PhD,25,Engineer,138531.63,46,No,2,4,2,25,0
6060,Operations,Male,36,PhD,19,Consultant,39177.58,33,No,3,4,2,25,0
6061,Marketing,Female,51,High School,14,Analyst,101059.97,68,No,1,1,5,3,0
6062,HR,Male,29,Master,29,Analyst,120834.87,65,Yes,1,3,2,19,0
6063,Finance,Female,28,High School,0,Manager,50851.03,56,No,1,3,3,2,0
6064,Marketing,Female,53,Master,2,Analyst,122668.71,99,Yes,2,1,4,11,0
6065,Marketing,Female,34,PhD,19,Consultant,120022.86,66,Yes,4,2,3,3,0
6066,HR,Male,56,Bachelor,28,Consultant,27045.11,99,Yes,4,2,5,3,1
6067,Marketing,Female,44,Master,15,Analyst,91431.78,17,No,3,1,4,3,1
6068,Finance,Male,49,Master,4,Engineer,33060.58,10,No,4,2,5,0,0
6069,IT,Female,31,PhD,21,Analyst,128182.05,94,No,4,2,2,27,0
6070,IT,Female,38,High School,16,Analyst,110240.51,65,No,1,1,2,8,1
6071,Operations,Male,30,PhD,23,Engineer,22454.9,31,No,3,4,4,22,0
6072,HR,Female,49,Bachelor,19,Analyst,144731.48,62,Yes,3,2,3,20,0
6073,Sales,Male,57,Bachelor,28,Engineer,26036.29,50,No,4,2,3,17,0
6074,Finance,Female,46,Bachelor,13,Executive,51798.34,60,No,1,1,2,13,1
6075,IT,Male,44,Bachelor,1,Analyst,103034.22,16,Yes,4,1,4,0,0
6076,Sales,Female,21,Bachelor,7,Consultant,78114.49,52,No,2,2,5,22,1
6077,Finance,Male,31,High School,29,Executive,123173.69,88,Yes,3,4,5,17,0
6078,Operations,Female,59,High School,6,Analyst,143257.98,98,No,2,4,3,10,0
6079,IT,Female,46,Master,17,Executive,23588.41,12,Yes,3,4,3,14,0
6080,Finance,Female,24,High School,23,Consultant,102397.06,2,No,4,2,4,29,0
6081,HR,Male,39,Master,16,Manager,67709.76,76,No,2,2,2,0,1
6082,Operations,Male,29,PhD,18,Analyst,73283.83,40,No,1,3,4,2,0
6083,HR,Male,22,PhD,19,Consultant,102251.11,82,Yes,4,1,2,11,0
6084,Marketing,Male,42,High School,3,Analyst,108733.69,68,No,2,2,5,3,0
6085,HR,Female,49,High School,23,Consultant,69620.48,68,No,2,1,1,26,0
6086,Marketing,Female,39,Master,16,Consultant,96509.08,45,No,3,3,2,6,0
6087,HR,Male,42,Bachelor,4,Consultant,27461.01,20,Yes,3,1,3,22,0
6088,Marketing,Female,24,Master,1,Analyst,114078.42,8,Yes,2,2,3,1,0
6089,Marketing,Male,34,High School,23,Executive,111077.36,65,No,2,3,3,8,0
6090,Finance,Male,54,Bachelor,6,Executive,61448.27,52,No,1,2,2,17,0
6091,Operations,Male,31,PhD,8,Consultant,28701.54,27,No,4,4,3,21,1
6092,IT,Female,31,Bachelor,17,Analyst,58192.54,92,No,2,3,5,27,0
6093,Sales,Female,40,Master,5,Executive,110904.93,89,No,1,3,4,11,1
6094,Finance,Male,54,PhD,2,Consultant,24443.72,0,No,1,3,5,7,0
6095,Marketing,Male,27,Master,24,Analyst,137396.5,26,No,2,1,1,7,0
6096,Operations,Female,51,High School,12,Analyst,68599.25,53,No,4,2,5,16,0
6097,Marketing,Male,32,Bachelor,12,Consultant,99905.37,42,Yes,1,4,3,7,0
6098,Marketing,Male,25,Master,19,Consultant,60635.07,42,Yes,3,3,5,29,1
6099,Marketing,Female,46,High School,20,Engineer,103259.58,10,No,4,1,4,16,0
6100,Operations,Male,52,High School,8,Consultant,73278.67,90,No,4,1,2,17,0
6101,Finance,Male,22,Bachelor,2,Engineer,27328.35,33,No,3,4,4,8,0
6102,HR,Male,43,High School,3,Executive,122078.36,39,Yes,3,3,4,8,0
6103,Sales,Female,50,PhD,21,Engineer,47817.04,96,No,4,2,3,10,0
6104,Finance,Male,40,High School,4,Manager,96259.01,74,No,2,1,4,24,0
6105,HR,Male,30,High School,26,Executive,32698.47,58,No,4,3,5,6,1
6106,Operations,Female,58,PhD,18,Analyst,78185.2,95,No,4,1,1,2,0
6107,Marketing,Female,28,PhD,24,Manager,79867.14,7,Yes,2,1,3,4,0
6108,IT,Male,22,PhD,5,Manager,26411.48,38,Yes,4,2,2,11,0
6109,Sales,Female,42,PhD,15,Analyst,60995.22,41,Yes,1,4,1,4,0
6110,HR,Male,36,High School,24,Analyst,36357.9,81,No,3,3,5,28,1
6111,Operations,Female,46,Bachelor,2,Engineer,48283.91,42,Yes,2,4,2,0,0
6112,HR,Male,32,High School,11,Analyst,127132.93,99,Yes,1,1,2,6,0
6113,Marketing,Male,39,Bachelor,17,Engineer,123711.34,76,No,2,3,3,1,0
6114,Operations,Female,42,Master,3,Analyst,78238.04,43,Yes,4,2,2,28,0
6115,Operations,Male,43,High School,26,Consultant,88830.36,33,No,3,4,3,7,0
6116,IT,Female,29,Master,22,Manager,80873.78,27,Yes,1,3,4,4,0
6117,Sales,Female,39,PhD,1,Engineer,90347.44,12,No,3,3,5,7,0
6118,HR,Male,21,High School,15,Analyst,83244.37,52,No,4,3,2,4,0
6119,Sales,Female,23,Master,9,Engineer,72688.84,35,No,2,2,1,28,0
6120,Operations,Male,35,Bachelor,3,Executive,96001.43,60,Yes,4,2,3,8,1
6121,Operations,Female,21,High School,3,Manager,77368.48,71,Yes,4,1,5,7,0
6122,Marketing,Female,51,High School,9,Consultant,148452.52,54,Yes,3,2,3,27,0
6123,Marketing,Male,47,Bachelor,6,Manager,50980.81,2,No,3,3,5,21,0
6124,Operations,Male,42,Master,27,Analyst,38847.17,61,No,3,4,2,23,0
6125,Operations,Female,28,Master,12,Executive,141588.96,38,Yes,3,3,3,3,1
6126,Operations,Female,38,Bachelor,9,Analyst,135410.46,42,No,4,4,5,6,0
6127,IT,Male,40,Bachelor,10,Consultant,128645.95,8,No,4,1,4,17,1
6128,Operations,Male,49,Master,27,Consultant,69525.18,96,Yes,2,1,1,10,1
6129,Sales,Male,51,PhD,3,Executive,131259.67,34,Yes,4,1,3,14,0
6130,Sales,Female,53,High School,21,Analyst,113209.74,85,No,3,2,2,17,0
6131,Marketing,Male,48,PhD,29,Analyst,145771.25,92,No,4,2,4,6,0
6132,IT,Male,35,High School,29,Consultant,147117.62,43,Yes,4,1,5,15,0
6133,IT,Male,21,Master,17,Engineer,78769.82,19,No,3,3,1,12,0
6134,Operations,Male,59,High School,17,Manager,87668.55,66,No,1,3,3,28,0
6135,Finance,Female,38,High School,12,Consultant,130131.3,55,Yes,2,3,2,25,0
6136,Finance,Female,28,Master,14,Executive,105799.86,27,No,2,2,5,28,1
6137,IT,Female,45,High School,11,Engineer,126812.4,55,No,3,1,3,4,1
6138,Finance,Female,33,Bachelor,28,Analyst,65778.06,16,No,2,4,1,27,0
6139,Sales,Female,45,High School,8,Consultant,22869.16,96,Yes,4,3,4,10,0
6140,HR,Female,45,Master,4,Engineer,47235.82,41,Yes,2,1,5,23,0
6141,Finance,Female,27,PhD,4,Manager,24359.88,30,No,2,3,2,1,0
6142,IT,Male,21,Bachelor,4,Engineer,64928.63,0,No,3,2,3,7,0
6143,HR,Male,24,Master,13,Consultant,117771.03,78,Yes,4,1,2,2,0
6144,Operations,Male,57,Bachelor,10,Manager,125274.55,16,No,3,1,1,16,0
6145,Operations,Male,53,PhD,24,Consultant,77086.2,47,No,4,1,3,26,0
6146,Marketing,Female,54,High School,7,Consultant,123927.66,17,Yes,2,3,5,14,0
6147,Sales,Female,58,High School,9,Analyst,135678.87,89,Yes,1,2,1,1,0
6148,HR,Male,31,High School,11,Engineer,21750.96,23,Yes,4,3,4,17,0
6149,Marketing,Male,41,High School,6,Consultant,75610.67,60,No,4,1,5,10,0
6150,Finance,Female,42,High School,27,Engineer,100780.43,81,No,1,4,5,7,0
6151,Operations,Male,23,PhD,27,Engineer,139016.72,31,No,1,4,5,2,0
6152,Marketing,Male,30,Bachelor,22,Executive,34220.44,82,No,3,1,3,10,0
6153,HR,Female,33,High School,24,Manager,109693.2,35,Yes,2,3,5,4,0
6154,Operations,Male,27,Master,25,Analyst,35093.41,46,No,4,1,1,16,0
6155,IT,Female,29,Master,8,Engineer,49790.66,15,Yes,4,2,4,15,1
6156,Sales,Male,36,PhD,3,Analyst,120330.09,94,No,1,3,4,7,1
6157,Sales,Female,58,PhD,29,Engineer,120792.18,51,Yes,2,1,1,4,1
6158,HR,Female,57,Master,14,Consultant,119922.0,16,No,2,2,1,22,0
